Date Purchased,Quantity,Card,Player,Year,Set,Variation,Number,Category,Condition,Investment,Current Value,Potential Profit,Ladder ID,Slab Serial #,Population,Notes
07/20/2020,1,2019-20 Panini Hoops Premium Stock Hoops Ink Monte Morris Hoops Ink Holo Prizm #HI-MON PSA 10/Auto 10,Monte Morris,2019-20,Panini Hoops Premium Stock Hoops Ink,Hoops Ink Holo Prizm,HI-MON,Basketball,PSA 10/Auto 10,20,353.58,333.58,,1005614002,1,
09/20/2021,1,2021 Topps Fernando Tatis Jr. Topps Through the Years #TTY-12 CSG 10,Fernando Tatis Jr.,2021,Topps,Topps Through the Years,TTY-12,Baseball,CSG 10,20,153.39,133.39,,1005614001,,
07/20/2021,1,2021 Topps 86’ Silver Pack 52’ Redux Chrome Fernando Tatis Jr. 52’ Redux Chrome Refractor #TC52-32 CSG 10,Fernando Tatis Jr.,2021,Topps 86’ Silver Pack 52’ Redux Chrome,52’ Redux Chrome Refractor,TC52-32,Baseball,CSG 10,425,909.78,484.78,,1004145001,1,
09/20/2021,1,2021 Topps Heritage Gleyber Torres In action  #292 Raw,Gleyber Torres,2021,Topps Heritage,In action ,292,Baseball,Raw,22,127.18,105.18,,,,
09/20/2021,1,2021 Topps Heritage Justin Smoak Pop #332 Raw,Justin Smoak,2021,Topps Heritage,Pop,332,Baseball,Raw,12,143.43,131.43,,,,
09/20/2021,1,2021 Toops Heritage Bo Bichette #293b Raw,Bo Bichette,2021,Toops Heritage,,293b,Baseball,Raw,12,52.04,40.04,,,,
12/21/2022,1,2021 Topps Heritage Eloy Jimenez Base In Action #192 Raw,Eloy Jimenez,2021,Topps Heritage,Base In Action,192,Baseball,Raw,12,19.66,7.66,,,,
09/20/2020,1,2019-20 Topps Match Attax UEFA Champions League Kylian Mbappe World Class Superstar #WCI11 Raw,Kylian Mbappe,2019-20,Topps Match Attax UEFA Champions League,World Class Superstar,WCI11,Soccer,Raw,30,216.83,186.83,,,,
11/04/2020,1,2020-21 Panini Mosaic La Liga Pedri Base Rookie Card #60 Raw,Pedri,2020-21,Panini Mosaic La Liga,Base Rookie Card,60,Soccer,Raw,17,607.73,590.73,,,,
01/21/2022,1,2021 Panini Chronicles Draft Picks Donruss Optic  Jalen Johnson Donruss Optic Orange Prizm  #213  CSG 8,Jalen Johnson,2021,Panini Chronicles Draft Picks Donruss Optic ,Donruss Optic Orange Prizm ,213 ,Basketball,CSG 8,65,1325.95,1260.95,,1027959030,1,
07/05/2020,1,2019-20 Panini Mosaic Cam Reddish Base Rookie # 271  CSG 8.5,Cam Reddish,2019-20,Panini Mosaic,Base Rookie, 271 ,Basketball,CSG 8.5,20,159.99,139.99,,1026538017,,
08/15/2018,1,2017-18 Donruss Optic  John Collins Rated Rookie #182 CSG 9,John Collins,2017-18,Donruss Optic ,Rated Rookie,182,Basketball,CSG 9,15,45.33,30.33,,1002559001,,
12/21/2020,1,2019-20 Panini Hoops Premium Stock Trae Young Base  #1 CSG 7.5,Trae Young,2019-20,Panini Hoops Premium Stock,Base ,1,Basketball,CSG 7.5,20,70.30,50.30,,1005613001,,
04/13/1993,1,1991 Upper Deck Ken Griffey Jr. Base #555  CSG 6.5,Ken Griffey Jr.,1991,Upper Deck,Base,555 ,Baseball,CSG 6.5,20,326.19,306.19,,1026538005,,
10/27/2020,1,2020-21 Panini Mosaic La Liga Trincao Mosaic Prizm #56 CSG 7.5,Trincao,2020-21,Panini Mosaic La Liga,Mosaic Prizm,56,Soccer,CSG 7.5,200,617.79,417.79,,1027959004,1,
07/15/1993,1,1991  Fleer Ken Griffey Jr. Yellow Base  #450 Raw,Ken Griffey Jr.,1991 ,Fleer,Yellow Base ,450,Baseball,Raw,75,1541.20,1466.20,,,,
12/21/2022,1,1994-95 Finest Scott Williams Refractor w Coating  #187 CSG 6,Scott Williams,1994-95,Finest,Refractor w Coating ,187,Basketball,CSG 6,20,372.10,352.10,,1004116005,,
07/21/1991,1,1990 Leaf Ken Griffey Jr. Base #245  CSG 8.5,Ken Griffey Jr.,1990,Leaf,Base,245 ,Baseball,CSG 8.5,100,1630.95,1530.95,,1026538006,,
11/21/2021,1,2021 Donruss Optic Starling Marte Lime Green #17  CSG 9.5,Starling Marte,2021,Donruss Optic,Lime Green,17 ,Baseball,CSG 9.5,50,331.49,281.49,,1027959011,,
09/21/2021,1,2021 Panini Contenders Draft Picks Quintin Morris College Ticket Autographs Blue 65/99 #192  CSG 9.5,Quintin Morris,2021,Panini Contenders Draft Picks,College Ticket Autographs Blue 65/99,192 ,Football,CSG 9.5,200,6629.74,6429.74,,1027959023,1,
12/15/2021,1,2021 Donruss Elite Series Babe Ruth Rapture  #ES3 CSG 10,Babe Ruth,2021,Donruss Elite Series,Rapture ,ES3,Baseball,CSG 10,200,212.95,12.95,,1005610002,,
11/21/2021,1,2021 Donruss Elite Series  Mike Trout Pink Fireworks #ES2 CSG 10,Mike Trout,2021,Donruss Elite Series ,Pink Fireworks,ES2,Baseball,CSG 10,65,151.54,86.54,,1005610004,1,
09/18/2020,1,2020 Panini Prizm Star Gazing Mike Trout Star Gazing Purple Prizm #SG-1 CSG 10,Mike Trout,2020,Panini Prizm Star Gazing,Star Gazing Purple Prizm,SG-1,Baseball,CSG 10,257,2002.65,1745.65,,1004114004,,
10/08/2021,1,2021 Topps Chrome 52’ Redux  Juan Soto Chrome  #TC52-9 CSG 9,Juan Soto,2021,Topps Chrome 52’ Redux ,Chrome ,TC52-9,Baseball,CSG 9,350,959.49,609.49,,1005615001,,
05/18/2020,1,2018-19 Donruss Optic Signature Series Troy Brown Jr. Signature Series Holo Prizm #SG-TBR BGS 8.5/Auto 10,Troy Brown Jr.,2018-19,Donruss Optic Signature Series,Signature Series Holo Prizm,SG-TBR,Basketball,BGS 8.5/Auto 10,20,42.20,22.20,,1004116002,1,
12/18/2020,1,2020 Panini Elite Extra Edition Autographs Tanner Murray #132 PSA 9/Auto 9,Tanner Murray,2020,Panini Elite Extra Edition Autographs,,132,Baseball,PSA 9/Auto 9,60,1193.08,1133.08,,1004115005,,
10/17/2020,1,2020 Panini Prizm Illumination Yordan Alvarez Blue Mojo Prizm #I-6 CSG 10,Yordan Alvarez,2020,Panini Prizm Illumination,Blue Mojo Prizm,I-6,Baseball,CSG 10,250,302.01,52.01,,1004114001,1,
09/22/2021,1,2021 Topps Chrome Platinum Anniversary Bryce Harper X-Fractor #185 Raw,Bryce Harper,2021,Topps Chrome Platinum Anniversary,X-Fractor,185,Baseball,Raw,130,97.20,-32.80,,,,
01/01/2022,1,2022 Topps Gypsy Queen  Derek Jeter No name  #317 SGC 9.5,Derek Jeter,2022,Topps Gypsy Queen ,No name ,317,Baseball,SGC 9.5,200,509.69,309.69,,BAC001885155,1,
01/22/2021,1,2021 Topps Chrome Platinum Anniversary Shane Bieber Gold Refractor 1/50 #190 SGC 9.5,Shane Bieber,2021,Topps Chrome Platinum Anniversary,Gold Refractor 1/50,190,Baseball,SGC 9.5,300,1521.02,1221.02,,BAC001885154,1,
11/16/1996,1,1995 Jam Pac Magazine Collection Greg Norman #95 Raw,Greg Norman,1995,Jam Pac Magazine Collection,,95,Golf,Raw,17,1790.06,1773.06,,,,
10/21/2021,1,2021 Topps Chrome Platinum Anniversary Jackie Robinson Silver Refractor #610 Raw,Jackie Robinson,2021,Topps Chrome Platinum Anniversary,Silver Refractor,610,Baseball,Raw,150,246.92,96.92,,,,
06/22/2022,1,2022 Topps Series 2 Advanced Stats Brandon Lowe Advanced Stats Rainbow Foil #499 Raw,Brandon Lowe,2022,Topps Series 2 Advanced Stats,Advanced Stats Rainbow Foil,499,Baseball,Raw,12,137.18,125.18,,,,
12/14/2020,1,2019-20 Hoops Premium Stock  Joe Harris #14 Raw,Joe Harris,2019-20,Hoops Premium Stock ,,14,Basketball,Raw,25,1174.56,1149.56,,,,
12/18/2020,1,2019-20 Hoops-Premium Box Set Larry Bird Premium Box Set #289 Raw,Larry Bird,2019-20,Hoops-Premium Box Set,Premium Box Set,289,Basketball,Raw,200,493.55,293.55,,,,
08/29/2007,1,2005 Upper Deck Reflections Priest Holmes Reflections #46 Raw,Priest Holmes,2005,Upper Deck Reflections,Reflections,46,Football,Raw,350,5134.32,4784.32,,75756178,1,
12/19/2019,1,2019 Topps Match Attax UEFA Champions League Kylian MBappe 1st Edition #PSG11 Raw,Kylian MBappe,2019,Topps Match Attax UEFA Champions League,1st Edition,PSG11,Soccer,Raw,90,650.49,560.49,,,,
01/27/2005,1,2033-04 Upper Deck Tripple Dimensions Kobe Bryant Reflections #31 Raw,Kobe Bryant,2033-04,Upper Deck Tripple Dimensions,Reflections,31,Basketball,Raw,88,3288.86,3200.86,,,,
01/13/2004,1,1990 Topps Traded Cecil Fielder Pack Version #31T Raw,Cecil Fielder,1990,Topps Traded,Pack Version,31T,Baseball,Raw,20,2583.22,2563.22,,,,
10/02/2020,1,2020 Panini Mosaic David Njoku Scripts Autographs #S49 Raw,David Njoku,2020,Panini Mosaic,Scripts Autographs,S49,Football,Raw,250,1351.23,1101.23,,,,
06/17/2010,1,2009 Bowman Chrome Brian Baisley Prospects X-Fractors Autographs #BCP133 Raw,Brian Baisley,2009,Bowman Chrome,Prospects X-Fractors Autographs,BCP133,Baseball,Raw,17,2696.64,2679.64,,,,
02/16/2010,1,2008 Press Pass Russell Westbrook Reflector Proofs #34 Raw,Russell Westbrook,2008,Press Pass,Reflector Proofs,34,Basketball,Raw,13,1426.50,1413.50,,,,
07/19/2019,1,2019 Topps Match Attax UEFA Champions League Lionel Messi Hat Trick Heros Gold Diamond Foil #HH1 PSA 7,Lionel Messi,2019,Topps Match Attax UEFA Champions League,Hat Trick Heros Gold Diamond Foil,HH1,Soccer,PSA 7,500,17191.54,16691.54,,75756179,,
07/19/1999,1,1998 Upper Deck Michael Jordan Stickers Michael Jordan Stick-Ums #SU33 Raw,Michael Jordan,1998,Upper Deck Michael Jordan Stickers,Stick-Ums,SU33,Basketball,Raw,100,1712.32,1612.32,,,,
12/28/2020,1,2020 Panini Contenders Jalen Hurts Rookie of the Year Contenders #RY-JHU Raw,Jalen Hurts,2020,Panini Contenders,Rookie of the Year Contenders,RY-JHU,Football,Raw,12,969.33,957.33,,,,
11/10/2020,1,2020-21 Panini Prizm English Premier League Raheem Sterling #102 Raw,Raheem Sterling,2020-21,Panini Prizm English Premier League,,102,Soccer,Raw,15,322.10,307.10,,,,
11/22/2021,1,2021-22 Panini NBA Sticker & Card Collection OG Anunoby European Edition Cracked Ice Sticker #275 Raw,OG Anunoby,2021-22,Panini NBA Sticker & Card Collection,European Edition Cracked Ice Sticker,275,Basketball,Raw,22,1637.45,1615.45,,,,
06/02/2021,1,2021 Panini NBA Sticker & Card Collection European Brandon Ingram European Edition Cracked Ice #405 Raw,Brandon Ingram,2021,Panini NBA Sticker & Card Collection European,European Edition Cracked Ice,405,Basketball,Raw,22,1213.03,1191.03,,,,
07/02/1972,2,1965 Topps Carl Yastrzemski #385 Raw,Carl Yastrzemski,1965,Topps,,385,Baseball,Raw,110,1496.72,1276.72,,,,
11/02/2019,1,2019 Hoops Joel Embid Courtside Holo #12  Raw,Joel Embid,2019,Hoops,Courtside Holo,12 ,Basketball,Raw,18,85.98,67.98,,,,
11/07/2020,1,2019-20 Hoops Premium Stock Shaquille O’neal #283 Raw,Shaquille O’neal,2019-20,Hoops Premium Stock,,283,Basketball,Raw,60,232.71,172.71,,,,
10/22/2021,1,2021 Panini Prizm Juan Soto #203 Raw,Juan Soto,2021,Panini Prizm,,203,Baseball,Raw,25,277.05,252.05,,,,
09/22/2021,1,2021-22 Topps Match Attax Champions League Sebastein Haller #8 Raw,Sebastein Haller,2021-22,Topps Match Attax Champions League,,8,Soccer,Raw,13,694.50,681.50,,,,
01/05/2020,1,2019-20 Panini Mosaic Dorian Finney-Smith Base #64 Raw,Dorian Finney-Smith,2019-20,Panini Mosaic,Base,64,Basketball,Raw,20,549.10,529.10,,,,
10/02/2021,1,2021 Panini Diamond Kings Spencer Howard Artist Proof Blue #59 Raw,Spencer Howard,2021,Panini Diamond Kings,Artist Proof Blue,59,Baseball,Raw,22,497.50,475.50,,,,
07/10/1984,1,1965 Topps  Ken Boyer/Ron Santo/Willie Mays NL 1964 RBI Leaders #6 Raw,Ken Boyer/Ron Santo/Willie Mays,1965,Topps ,NL 1964 RBI Leaders,6,Baseball,Raw,100,4064.32,3964.32,,,,
11/16/2021,1,2021 Topps Heritage Juan Soto #35c Raw,Juan Soto,2021,Topps Heritage,,35c,Baseball,Raw,10,613.75,603.75,,,,
11/16/2020,1,2020 Donruss Optic Adam Thielen Donruss Optic #65 Raw,Adam Thielen,2020,Donruss Optic,Donruss Optic,65,Football,Raw,100,1044.77,944.77,,,,
01/16/2021,1,2020 Panini Absolute Jake Fromm Retail #143 Raw,Jake Fromm,2020,Panini Absolute,Retail,143,Football,Raw,20,1329.21,1309.21,,,,
08/24/1986,1,1965 Topps Brooks Robinson/Dick Stuart/M. Mantel/H. AL 1964 RBI Leaders #5 Raw,Brooks Robinson/Dick Stuart/M. Mantel/H.,1965,Topps,AL 1964 RBI Leaders,5,Baseball,Raw,110,645.81,535.81,,,,Brooks Robinson/Dick Stuart/Mickey Mantel/H. Killebrew
01/16/2021,1,2020 Panini Absolute Clyde Edwards-Helaire Rookie Card #118 Raw,Clyde Edwards-Helaire,2020,Panini Absolute,Rookie Card,118,Football,Raw,20,154.17,134.17,,,,
12/16/2021,1,2021 Leaf Draft Gregory Rousseau Gold #39 Raw,Gregory Rousseau,2021,Leaf Draft,Gold,39,Football,Raw,10,137.11,127.11,,,,
05/19/1981,1,1965 Topps Sandy Koufax/ Don Drysdale NL 1964 ERA Leaders #8 Raw,Sandy Koufax/ Don Drysdale,1965,Topps,NL 1964 ERA Leaders,8,Baseball,Raw,100,861.40,761.40,,,,
11/01/2021,1,2021 Leaf Draft Justin Fields All-American #49 Raw,Justin Fields,2021,Leaf Draft,All-American,49,Football,Raw,15,30.60,15.60,,,,
09/25/2020,1,2018-19 Donruss Optic  Jusuf Nurkic #41 Raw,Jusuf Nurkic,2018-19,Donruss Optic ,,41,Basketball,Raw,15,154.65,139.65,,,,
08/30/2017,1,2017 Stadium Club Autographs Greg Bird Autographs Blue #SCA-GB PSA 9/Auto 10,Greg Bird,2017,Stadium Club Autographs,Autographs Blue,SCA-GB,Baseball,PSA 9/Auto 10,20,326.16,306.16,,BAC001885152,1,
07/05/2021,1,2021 Topps Chrome Platinum Anniversary Max Scherzer Black & White Mini Diamond Speckles #172 Raw,Max Scherzer,2021,Topps Chrome Platinum Anniversary,Black & White Mini Diamond Speckles,172,Baseball,Raw,101.12,175.50,74.38,,,,
01/01/2021,3,2020 Panini Select Drew Brees Unbreakable #U17 Raw,Drew Brees,2020,Panini Select,Unbreakable,U17,Football,Raw,7,376.15,355.15,,,,
09/02/2017,1,2017 Topps Archives Marcus Stroman Signature Variation #121 Raw,Marcus Stroman,2017,Topps Archives,Signature Variation,121,Baseball,Raw,197.82,1145.40,947.58,,,,
12/05/2021,2,2021-22 Panini NBA Sticker & Card Collection Zach LaVine European Edition Cracked Ice Sticker #158 Raw,Zach LaVine,2021-22,Panini NBA Sticker & Card Collection,European Edition Cracked Ice Sticker,158,Basketball,Raw,22,111.16,67.16,,,,
12/05/2020,4,2020 Panini Absolute Kyler Murray #24 Raw,Kyler Murray,2020,Panini Absolute,,24,Football,Raw,10,675.32,635.32,,,,
01/02/2021,1,2020 Topps Attax Christian Yelich Superstar #NNO Raw,Christian Yelich,2020,Topps Attax,Superstar,NNO,Baseball,Raw,12,169.25,157.25,,,,
12/05/2020,1,2020 Panini Absolute Justin Herbert Blue Rookie #167 Raw,Justin Herbert,2020,Panini Absolute,Blue Rookie,167,Football,Raw,20,95.61,75.61,,,,
12/25/2019,1,2019-20 Topps Match Attax UEFA Champions League Kylian Mbappe Limited Edition Gold Holo #LE11 Raw,Kylian Mbappe,2019-20,Topps Match Attax UEFA Champions League,Limited Edition Gold Holo,LE11,Soccer,Raw,100,7227.64,7127.64,,,,
10/03/1990,1,1965 Topps Whitey Ford #330 Raw,Whitey Ford,1965,Topps,,330,Baseball,Raw,12,2605.63,2593.63,,,,
01/01/2021,1,2020 Panini Absolute Marlon Mack Red #39 Raw,Marlon Mack,2020,Panini Absolute,Red,39,Football,Raw,20,286.99,266.99,,,,
